tid,song_hotttnesss,end_of_fade_in,mode,time_signature,bars_start,key,start_of_fade_out,year,duration,loudness,tempo,title,artist_name
TRAOCOE128F4276D18,nan,2.572,1,4,[1.0686 2.64667 4.23023 5.82082 7.41302 9.00261 10.59345 12.18514 13.7774 15.37057 16.96066 18.55048 20.14515 21.73832 23.33322 24.92435 26.51734 28.10823 29.70054 31.29159 32.88263 34.47275 36.06268 37.65482 39.24579 40.83472 42.42542 44.01587 45.61181 47.20599 48.80256 50.39394 51.98578 53.57516 55.16787 56.7624 58.35452 59.94669 61.53586 63.12887 64.71967 66.31002 67.90222 69.48982 71.08361 72.68047 74.27022 75.8607 77.4487 79.03691 80.62883 82.21878 83.81304 85.40429 86.99854 88.58033 90.16396 91.7593 93.3631 94.95893 96.55363 98.15563 99.74208 101.32876 102.91565 104.50867 106.10633 107.69658 109.28626 110.88031 112.4726 114.05892 115.65366 117.24438 118.83674 120.42457 122.01803 123.60601 125.20011 126.79018 128.38079 129.96765 131.55926 133.15181 134.7441 136.3347 137.91745 139.50505 141.10503 142.70603 144.30011 145.9015 147.50177 149.06912 150.63946 152.23874 153.83502 155.42232],2,155.429,1985,159.65995,-5.612,150.871,Life Is Wild,The Clash
TRAOEAQ12903CC26BD,0.733956330552,0.228,1,4,[0.64509 2.21233 3.78956 5.38212 6.97735 8.57531 10.16842 11.75959 13.3816 14.97372 16.56784 18.16693 19.78795 21.40996 23.03895 24.64605 26.25816 27.84041 29.38387 30.93926 32.5444 34.16745 35.80144 37.44936 39.07439 40.68053 42.25582 43.83472 45.42257 47.0287 48.63378 50.23283 51.80564 53.36528 54.98954 56.59136 58.19872 59.79924 61.39975 62.99965 64.60264 66.20353 67.80539 69.40439 71.00356 72.60443 74.20195 75.80281 77.40694 79.00383 80.59777 82.18904 83.80375 85.40531 87.00817 88.60534 90.2004 91.80562 93.4157 95.01376 96.60471 98.20376 99.80404 101.40337 103.00236 104.60471 106.20579 107.80747 109.40998 111.00773 112.60666],8,112.205,2008,119.7971,-5.261,150.006,RECKLESS,This Is Hell
TRAOHNR128F428CD58,0.62749485367,0.0,1,4,[1.4358 3.95805 6.48996 9.01978 11.55344 14.08205 16.61206 19.14261 21.67437 24.20207 26.72926 29.26048 31.79295 34.3191 36.84947 39.37881 41.90968 44.44236 46.973 49.50262 52.04164 54.5515 57.04979 59.45625 61.99914 64.48302 66.99381 69.55988 72.11279 74.64249 77.17379 79.70088 82.2328 84.7607 87.28739 89.81962 92.3481 94.87811 97.40943 99.93757 102.47157 105.00411 107.52756 110.05588 112.58902 115.12063 117.64882 120.18037 122.71967 125.25237 127.78531 130.30691 132.83893 135.37539 137.90624 140.43459 142.95885 145.48463 148.01797 150.54992 153.08042 155.61145 158.14839 160.67601 163.19934 165.72952 168.26088 170.78785 173.32038 175.84576 178.37815 180.90562 183.43486 185.96383 188.49208 191.02336 193.55302 196.08327 198.61144 201.14552 203.67595 206.20463 208.72944 211.27089 213.80203 216.30776 218.87302 221.40416 223.90593 226.46087 229.00073 231.5033 234.02332 236.56636 239.10225 241.6445 244.18119 246.702 249.18711 251.68082 254.20527 256.72971 259.25416 261.7786 264.28808 266.76445 269.42234 274.2762 276.80064 279.32509 281.84953 284.37398 286.8847 289.39917 291.92078 294.44522 297.20946 299.71441 302.5342 304.92706],7,303.531,1998,311.30077,-6.791,94.904,Synthesizer,OutKast featuring George Clinton
TRAOJEW128F4294CBD,0.4830645596,0.0,1,3,[0.385 2.25586 4.08863 5.89271 7.65721 9.43442 11.2505 13.00758 14.46161 16.29255 18.14225 22.42951 24.60844 26.76202 28.63623 30.44721 32.24715 34.30888 36.41563 38.42178 40.34437 42.29857 44.09304 46.12796 48.21248 49.94098 51.7184 53.53657 55.40163 57.20038 58.95256 60.5046 62.28257 64.10355 65.92361 67.6776 69.27009 70.81077 72.34076 73.92801 75.73352 77.57024 79.33519 81.49797 83.14019 84.85193 86.67189 88.50994 92.04123 94.27187 96.40318 97.89243 99.6482 101.39246 102.89443 104.55646 106.10085 107.80753 109.60395 111.40871 113.21916 115.95137 117.63023 119.39151 121.23778 123.0759 124.84715 126.58329 128.69399 130.31157 131.85629 133.6299 135.15878 136.69268 138.51839 140.22966 141.98415 143.78242 145.57477 148.70019 150.47613 152.17137 154.00256 155.81406 157.63567 159.3996 161.47924 163.39718 165.14618 167.07634 169.15151 173.88728 175.34225 176.94515 178.58358 180.22718 182.04286 183.86728 185.71886 187.56708 189.38318 191.17976 193.02303 194.99638 197.02008 198.79913 200.57818 202.34226 204.11831 205.95124 207.58545 209.09142 210.70679],3,208.922,2007,213.13261,-14.254,100.567,Is It A Myth?,K'Naan
TRAOJMY128E07836D9,0.544514001879,0.073,1,4,[0.10458 2.22119 4.35003 6.47804 8.60708 10.73233 12.84578 14.97821 17.09541 19.22988 21.35498 23.48914 25.61173 27.72973 29.86127 31.99852 34.11987 36.23975 38.36946 40.50257 42.63076 44.75508 46.87732 49.00776 51.13885 53.2655 55.39546 57.51974 59.63836 61.83586 63.97128 66.11179 68.24558 70.39745 72.5624 74.80108 76.93058 79.05639 81.17837 83.30235 85.43003 87.55851 89.69111 91.81536 93.93724 96.06526 98.19807 100.32399 102.43981 104.57622 106.71166 108.8498 110.97029 113.09362 115.22108 117.34386 119.46651 121.59023 123.71964 125.84589 127.97231 130.09944 132.22652 134.35351 136.46835 138.53299 140.57782 142.78507 144.97295 147.09386 149.22012 151.36109 153.37769 155.1165 157.20396 159.21926 161.20509 163.32198 165.44824 167.57844 169.70457 171.82849 173.95603 176.08616 178.21562 180.33728 182.46289 184.59331 186.7209 188.85251 191.00955 193.17728 195.33298 197.45923 199.47062],0,203.395,2004,206.94159,-3.568,112.77,Everybody Loves You,Helmet
TRAOJZC128F14932D5,nan,0.206,1,1,[0.2548 0.96269 1.67129 2.37696 3.085 3.78955 4.49191 5.1993 5.9082 6.6146 7.32231 8.03033 8.74086 9.44955 10.15617 10.85897 11.56361 12.26738 12.97204 13.67512 14.38012 15.08865 15.7972 16.5015 17.20711 17.91574 18.61841 19.32117 20.02622 20.73172 21.43771 22.14473 22.85102 23.55745 24.26285 24.96545 25.66768 26.37259 27.07659 27.78492 28.49135 29.19893 29.90588 30.61186 31.31587 32.02172 32.72786 33.43322 34.13858 34.84569 35.55075 36.25818 36.96621 37.66735 38.3704 39.07593 39.78396 40.4906 41.19572 41.9064 42.60574 43.31185 44.01568 44.71402 45.41411 46.12123 46.82132 47.53195 48.23555 48.94794 49.65223 50.35507 51.06405 51.77041 52.48065 53.19036 53.89955 54.60669 55.31432 56.01749 56.72319 57.43023 58.13731 58.84265 59.54988 60.2528 60.95421 61.65658 62.35888 63.06399 63.7649 64.474 65.17543 65.89067 66.60126 67.31134 68.0159 68.72372 69.42887 70.135 70.84031 71.54601 72.25151 72.95507 73.65863 74.36219 75.06887 75.77515 76.47921 77.18302 77.88834 78.59541 79.29897 80.00463 80.71062 81.41734 82.12315 82.8298 83.53511 84.24043 84.94399 85.64931 86.3539 87.05912 87.76498 88.46968 89.17551 89.88247 90.58956 91.29713 92.00356 92.7088 93.41629 94.12477 94.83072 95.53578 96.24328 96.94872 97.65389 98.35772 99.06314 99.77373 100.47378 101.17909 101.8825 102.5875 103.29473 103.99945 104.70514 105.40989 106.11486 106.81314 107.52041 108.23304 108.94 109.6466 110.35543 111.06426 111.77134 112.4749 113.17977 113.88675 114.58734 115.29403 116.00318 116.71116 117.41268 118.11785 118.82145 119.52608 120.23358 120.93993 121.6451 122.35218 123.0575 123.76457 124.47164 125.17872 125.88424 126.58816 127.29284 127.99721 128.70125 129.40366 130.11151 130.81248 131.5165 132.22627 132.93005 133.62205 134.34153 135.05424 135.76556 136.47336 137.17959 137.8884 138.5945 139.3092 140.00771 140.71654 141.41659 142.12174 142.83247 143.54185 144.25328 144.96211 145.67547 146.38598 147.09395 147.7951 148.50153 149.2062 149.90912 150.61203 151.30967 152.01259 152.71374 153.41666 154.11781 154.82318 155.53279 156.23624 156.9478 157.65832 158.36964 159.07782 159.78425 160.49118 161.19712 161.90159 162.6045 163.30917 164.01209 164.71676 165.41677 166.12439 166.82582 167.53035 168.23496 168.93787 169.64078 170.34018 171.04661 171.7468 172.45761 173.16977 173.87972 174.5931 175.3029 176.01091 176.71263 177.41888 178.12113 178.82706 179.52822 180.23113 180.93581 181.64048 182.35191 183.06129 183.76814 184.4693 185.17397 185.87864 186.5921 187.29433 188.00994 188.72084 189.41982 190.12778 190.82507 191.52607 192.22185 192.92464 193.63289 194.34176 195.05124 195.76096 196.47244 197.17858 197.88462 198.59251 199.29759 200.00511 200.70888 201.41475 202.11924 202.82897 203.55387 204.24872 204.94031 205.63155 206.32974 207.0175 207.71849 208.41251 209.10128 209.79355 210.48233 211.17022 211.84008 212.5533 213.24382 213.92212 214.61963 215.32761 216.02162 216.72087 217.43409 218.1089 218.79244 219.53353 220.26545 220.98822 221.73176 222.48645 223.25693 223.99808 224.72876 225.43253 226.1435 226.85992 227.57149 228.28298],2,223.893,2004,232.48934,-11.199,85.006,Lost,The Cure
TRAOKSC128F4264989,0.667506138835,0.444,1,4,[2.0131 4.77828 7.52713 10.24996 12.99119 15.73789 18.49258 21.24422 23.97388 26.72797 29.48357 32.23331 34.95948 37.72414 40.50128 43.24223 45.97888 48.71378 51.45555 54.19129 56.94167 59.69272 62.43917 65.17906 67.91705 70.68298 73.44026 76.17514 78.91777 81.66211 84.42116 87.15689 89.92481 92.68849 95.39062 98.13842 100.83797 103.44834 106.12832 108.89939 111.65925 114.42815 117.17008 119.92678 122.67381 125.41744 128.16122 130.91678 133.6663 136.40635 139.14036 141.87524 144.63483 147.36866 150.08964 152.90756 155.60643 158.36303 161.09119 163.82108 166.55786 169.3067 172.02329 174.80906 177.56886 180.33685 183.06978 185.80371 188.53731 191.29235 194.03153 196.75509 199.4906 202.25838 205.04167 207.79359 210.52296 213.26471 215.99198 218.71357 221.44477 224.17663 226.91276 229.71117 232.49879 235.24867 237.96126 240.71244 243.4513 246.1891],2,247.188,1995,252.83873,-6.575,87.495,A Sound That Only You Can Hear,K's Choice
TRAOKXG128F4232497,0.473346541109,0.0,1,4,[0.4967 1.74932 2.9658 4.19374 5.49234 6.78457 8.0745 9.37135 10.67354 11.96284 13.25786 14.54731 15.84994 17.13216 18.36934 19.6493 20.93304 22.22871 23.51441 24.77334 26.06368 27.35637 28.642 29.91664 31.19206 32.46184 33.7356 35.00668 36.27472 37.54344 38.81029 40.07825 41.34205 42.60918 43.87176 45.13627 46.40317 47.66351 48.91877 50.17319 51.42376 52.67761 53.93157 55.18543 56.45131 57.72138 58.99936 60.27432 61.55354 62.82916 64.10453 65.36971 66.63334 67.90004 69.18092 70.45734 71.73462 73.0071 74.28272 75.56303 76.8482 78.13458 79.42433 80.71386 82.00561 83.2912 84.63657 86.00699 87.29204 88.58667 89.88135 91.15325 92.42785 93.69912 94.95961 96.21673 97.47995 98.73954 100.00054 101.25929 102.51079 103.76336 105.00832 106.25364 107.49912 108.74305 109.98292 111.22554 112.47085 113.71523 114.95682 116.19399 117.43955 118.68889 119.93985 121.19717 122.45402 123.7144 124.96614 126.21353 127.46215 128.71311 129.97034 131.23382 132.50356 133.76782 135.02954 136.28022 137.52646 138.77655 140.02593 141.28099 142.53277 143.7861 145.04801 146.31384 147.59271 148.87656 150.16492 151.45285 152.72867 153.98865 155.24593 156.51425 157.78317 159.05839 160.325 161.58613 162.85435 164.13088 165.40978 166.69224 167.9778 169.26916 170.56361 171.84797 173.16711 174.55526 175.8636 177.14403 178.42 179.69658 180.97403 182.24068 183.50511 184.76307 186.0265 187.29131 188.55374 189.80916 191.05718 192.31099 193.5595 194.80607 196.05442 197.29478 198.539 199.78873 201.03925],2,202.739,2005,213.34159,-5.972,189.068,Up On That Cloud,Blue Rodeo
TRAOMDT12903CF73C3,0.427446571488,0.121,0,3,[0.77232 1.94862 3.13124 4.3198 5.50935 6.6999 7.89145 9.07852 10.26485 11.4383 12.61953 13.80407 14.98076 16.1624 17.34701 18.53757 19.72911 20.91868 22.10726 23.28989 24.47645 25.64612 26.82868 28.0162 29.20075 30.39026 31.57976 32.76277 33.94486 35.11949 36.2961 37.47667 38.66816 39.85966 41.05127 42.23674 43.41586 44.59906 45.77567 46.96419 48.15171 49.33628 50.5129 51.69187 52.87937 54.06691 55.25345 56.43603 57.61167 58.79028 59.97683 61.16238 62.34397 63.52556 64.70714 65.8927 67.07032 68.25488 69.43349 70.62993 71.83011 73.01567 74.1923 75.37686 76.56108 77.74197 78.92265 80.1092 81.28582 82.47723 83.65562 84.84643 86.02938 87.21042 88.39171 89.57994 90.7621 91.95137 93.13796 94.32459 95.50754 96.68809 97.86999 99.05777 100.24022 101.4264 102.6082 103.78913 104.97572 106.15678 107.34357 108.52915 109.71765 110.90278 112.08811 113.27267 114.4592 115.64253 116.82761 118.00971 119.19472 120.37787 121.55831 122.73941 123.92924 125.11535 126.30178 127.48348 128.66631 129.85239 131.03144 132.21403 133.39661 134.58314 135.78259 136.96954 138.15165 139.33587 140.5189 141.70362 142.88903 144.07753 145.26406 146.44171 147.61937 148.79998 149.98405 151.16762 152.3526 153.54022 154.72576 155.9145 157.09994 158.27798 159.45662 160.63822 161.82654 163.01505 164.19738 165.37174 166.55531 167.74689 168.93821 170.12145 171.3032 172.48701 173.67093 174.85802 176.0376 177.21909 178.39865 179.58124 180.76432 181.95133 183.13753 184.31996 185.50496 186.68703 187.86936 189.05644 190.2411 191.429 192.61712 193.80238 194.98172 196.1607 197.3388 198.5178 199.70279 200.89014 202.08002 203.26678 204.45068 205.63281 206.81728 208.00195 209.19143 210.37522 211.56211 212.74626 213.93667 215.11472 216.29848 217.48587 218.67399 219.85671 221.03801 222.21771 223.40059 224.5825 225.76538 226.94862 228.12785 229.31882 230.50581 231.70177 232.88377 234.06776 235.24576 236.42875 237.60875 238.80771 239.9947 241.18866 242.36367 243.54168 244.72567 245.90467 247.08268 248.2547 249.44168 250.62966 251.81436 252.99724 254.17991 255.36576 256.55143 257.7373 258.92329 260.11027 261.29343 262.47665 263.66227],6,264.104,2008,269.63546,-8.425,151.945,Laundry & Dishes,Adrienne Pierce
TRAOMKV128F428CD51,nan,0.0,1,4,[0.92242 2.44882 3.97618 5.49628 7.02617 8.55801 10.09165 11.61647 13.14553 14.68152 16.2108 17.73913 19.27392 20.8055 22.33437 23.85885 25.3919 26.91322 28.4034 29.91606 31.45129 32.85495 34.38795 35.91577 37.43931 38.96692 40.3753 41.68085 43.18564 44.71196 46.23824 47.69566 49.13839 50.52825 51.82756 53.20887 54.58866 55.99954 57.53232 59.0597 60.58266 62.11149 63.65362 65.1913 66.74752 68.29615 69.83142 71.37235 72.91079 74.43957 75.95769 77.49781 79.03139 80.56245 82.09365 83.62458 85.15731 86.69044 88.22501 89.75472 91.28135 92.81405 94.34857 95.88652 97.41876 98.94776 100.4805 102.01154 103.54782 105.05133 106.71342 108.26469 109.79266 111.3252 112.85914 114.39227 116.07166 117.6557 119.18937 120.72226 122.2575 123.83454 125.54406 127.07486 128.58455 130.02511 131.34336 132.86978 134.39563 135.9277 137.40945 138.88377 140.42061 141.95608 143.48225 145.01994 146.55281 148.08409 149.61819 151.14728 152.67449 154.2037 155.73667 157.26902 158.80253 160.3409 161.87403 163.39304 164.92209 166.46117 167.99155 169.52644 171.05996 172.59502 174.12564 175.68054 177.23412 178.76183 180.29294 181.82491 183.35717 184.88774 186.41663 187.94388 189.46942 191.00469 192.53349 194.06909 195.59766 197.12866 198.65555 200.18652 201.71834 203.24432 204.77253 206.3051 207.83494 209.36414 210.89691 212.4212 213.95584 215.48491 217.01308 218.53888 220.06546 221.56909 223.06224 224.59825 226.1333 227.63979 229.1577 230.71752 232.27829 233.86002 235.41317 236.94902 238.53299 240.27863 241.85813 243.40557 244.94825 246.47473 247.97265 249.47977 251.04076 252.60058 254.20612 255.72784 257.29623 258.79891 260.33682 261.86902 263.37455 264.9077 266.43705 267.96242 269.51832 271.15968 272.79718 274.33224 275.8673 277.41188 278.93931 280.46104 281.98847 283.52639 285.07764 286.61841],2,276.457,1998,289.25342,-6.407,156.688,Return Of The "G,OutKast
TRAOMMU128F933878B,nan,0.345,1,3,[0.41984 2.6107 4.71395 6.66932 8.68066 10.61252 12.5268 14.44616 16.38861 18.32622 20.24543 22.16451 24.09208 26.02688 27.96529 29.89923 31.82185 33.75654 35.85739 37.8774 39.77859 41.66847 43.56018 45.44733 47.3282 49.23392 51.15847 52.97698 54.56695 56.4561 58.3547 60.24823 62.15588 63.98621 65.75448 67.78248 69.56318 71.46495 73.36526 75.24197 77.09194 78.92803 80.66817 82.54229 84.41522 86.26143 88.10844 89.95479 91.80278 93.68299 95.54268 97.35129 99.19204 101.07017 102.93822 104.77802 106.6137 108.46043 110.26402 112.07384 113.88646 115.71124 117.54178 119.3921 121.29913 123.13262 124.96225 126.76568 128.56704 130.36245 132.16146 133.95901 135.74003 137.5348 139.33567 141.18882 143.28136 145.17142 146.96526 148.78995 150.49951 152.1675 153.86906 155.97447 158.07978 159.85597 161.65926 163.4658 165.24286 167.06985 168.87177 170.69759 172.53456 174.36168 176.30268 178.19242 180.03867],5,178.875,1953,183.06567,-13.164,96.731,The Things That I Used To Do,Guitar Slim
TRAONNA128F4268CCA,0.609399102346,0.078,1,4,[0.72223 3.25502 5.80603 8.36043 10.9134 13.46873 16.02698 18.5814 21.1357 23.57316 26.09597 28.62708 31.19152 33.7274 36.28549 38.85311 41.40098 43.96302 46.53053 49.0681 51.636 54.09321 56.15163 58.50435 61.05271 63.61454 66.16787 68.72104 71.27819 73.83266 76.3863 78.94651 81.5062 84.06518 86.61984 89.16912 91.72722 94.27959 96.8293 99.3907 101.94566 104.45618 106.73591 109.29405 111.84743 114.40399 116.9545 119.51313 122.0681 124.6256 127.17739 129.73453 132.28739 134.84256 137.39521 139.95362 142.43245 144.95495 147.49524 150.05231 152.58412 155.15741 157.70506 160.07292 162.63194 165.18685 167.73963 170.29641 172.84526 175.26135 177.64379 180.20018 182.75168 185.30553 187.86816 190.42016 192.97107 195.52279 198.08039 200.63699 203.18889 205.75134 208.30318 210.8593 213.41626 215.97064 218.52511 221.08345 223.63837 226.19413 228.74953 231.30436 233.85928 236.41499 238.96792 241.52713 244.07849 246.63499 249.19037 251.74427 254.30146 256.85783 259.41606],5,248.842,1999,264.64608,-7.101,93.976,Where Ya Heart At,Mobb Deep
TRAONPF128F42480A7,0.59575405426,0.571,0,4,[2.25599 4.81902 7.38627 9.94531 12.49564 15.05379 17.5967 20.15588 22.71207 25.258 27.80858 30.36208 32.91708 35.47008 38.01727 40.5787 43.14084 45.69977 48.24831 50.79618 53.35293 55.90658 58.4547 61.00135 63.55246 66.10463 68.65985 71.20955 73.7718 76.32479 78.87935 81.42859 83.98027 86.54082 89.09419 91.64139 94.19223 96.74778 99.30572 101.85634 104.41402 106.96972 109.51908 112.06261 114.60884 117.16788 119.73744 122.29154 124.83561 127.38253 129.93928 132.48799 135.04788 137.60352 140.15202 142.70797 145.26299 147.80335 150.36373 152.91804 155.4729 158.02596 160.58246 163.14059 165.69375 168.23328 170.78572 173.34979 175.90343 178.44973 181.00244 183.55151 186.09261 188.64898 191.22053 193.95956 196.55763 199.19541 201.78688 204.46396 207.09801],11,203.976,2008,217.28608,-4.35,94.007,This Is My Life,Phil Vassar
TRAONYI128F9324BA3,nan,2.287,1,5,[2.37004 4.7006 6.77117 9.32516 11.92212 14.34293 16.28952 18.24741 20.28583 22.32686 24.55347 27.08375 29.4319 31.53913 33.58519 35.62488 37.67627 39.71103 41.90898 44.39484 46.86704 49.36355 51.80262 54.29907 56.79053 59.29102 61.78813 64.28829 66.78604 69.27509 71.75683 74.17505 76.22659 78.27698 80.32277 82.36526 84.40843 86.45974 88.50587 90.55356 92.60168 94.64056 96.68731 98.7266 100.77708 102.82496 104.86688 106.92134 108.9575 111.06859 113.29881 115.65878 118.17563 120.67086 123.17527 125.68266 128.14052 130.44598 132.94484 135.46156 137.98183 140.49426 142.95973 145.43966 147.86517 150.33852 152.98061 155.48764 157.56774 161.41129 163.82801 166.32689 168.89484 170.94371 172.99153 175.03057 177.08261 179.13549 181.18092 183.21062 185.2743 187.44094 189.56094 192.08527 194.58287 197.09087 199.59756 202.09835 204.60103 207.10287 209.60944 212.12318 214.63547 217.14262 219.65339 222.15969 224.66874 227.17033 229.67083 232.17189 234.68355 237.19611],5,233.117,1988,247.11791,-8.016,130.272,Elle Voulait Jouer Cabaret,Patricia Kaas
TRAOOHM128F1453E33,0.733916707048,0.0,0,5,[2.9541 5.74151 8.77896 11.76079 14.56269 17.60023 20.6173 23.66206 26.76338 29.87576 32.87615 35.83404 38.75728 41.71937 45.01271 47.96906 51.25749 54.19315 57.47995 60.50712 63.5272 66.38543 69.328 72.38332 75.39238 78.27683 81.34984 84.16043 87.17466 90.14207 93.13448 96.11941 99.14855 102.13474 105.11656 107.77357 110.58649 113.62612 116.572 119.70042 122.68283 125.72847 128.57477 131.58008 134.65245 137.68267 140.59955 143.637 146.62469 149.65318 152.66018 155.60463 158.61446 161.62048 164.61899 167.58942 170.57824 173.64455 176.51106 179.37988 182.36356 185.49806 188.58504 191.5445 194.78695 198.20901 201.36296 204.31869 207.22695 210.2337 213.04085 216.02529 218.98584 221.9662 225.00643 228.03491],11,224.438,2005,233.92608,-4.148,99.742,Lil' Boy Fresh,Juelz Santana
TRAOREE128F934DB89,0.513219141628,0.0,0,4,[0.75454 3.50424 6.26767 9.02538 11.77737 14.53507 17.29736 25.49277 27.56614 29.64877 32.35088 34.5456 36.62082 38.86386 41.34632 44.0222 46.09963 48.53502 50.98251 53.49945 56.13014 58.85465 60.9517 63.50912 65.77693 71.5346 74.29461 77.0386 79.8756 83.0064 86.02646 88.5777 90.90245 92.97437 95.50979 99.67257 102.0267 107.71955 109.80098 112.31012 115.07594 117.82383 120.20764 122.28828 124.67004 127.36048 130.11294 132.61401 134.95431 137.25749 143.90921 146.04004 148.78793 151.48969 154.24744 161.76978 165.04165 170.90404 172.9428 175.06487 177.59677 179.97619 182.73944 185.10494 187.32503 191.83244 194.23249 196.99244 199.49539 201.81616 204.12616 207.4473 210.08489 212.62521 215.37458 218.4007 221.40569 224.64346 234.36018 237.23263 239.96424 242.72192 245.47394 248.23616 250.99385 253.75154],6,245.476,1997,258.19383,-6.062,90.902,Don't Crush It,Kool Keith
TRAORSC128F4235056,0.454192988218,0.242,1,1,[0.28948 0.73723 1.18498 1.63869 2.09091 2.5342 2.98567 3.42896 3.87298 4.3118 4.74987 5.18752 5.62177 6.05779 6.49015 6.92611 7.36027 7.80025 8.23757 8.68202 9.12619 9.56904 10.01524 10.46219 10.90988 11.35464 11.80163 12.2474 12.68738 13.13173 13.57376 14.01666 14.4591 14.90006 15.34276 15.78619 16.23362 16.67673 17.12136 17.56237 18.00648 18.45458 18.89897 19.3474 19.79211 20.2391 20.6865 21.13481 21.57896 22.0327 22.48025 22.9293 23.37903 23.82652 24.27512 24.72428 25.17177 25.62067 26.07348 26.52141 26.97157 27.4167 27.86482 28.31508 28.7661 29.21342 29.66265 30.10815 30.54694 30.98871 31.42675 31.86703 32.3021 32.74536 33.19459 33.63338 34.08212 34.52907 34.97163 35.40469 35.84285 36.28204 36.72342 37.16218 37.60327 38.04526 38.48385 38.92836 39.3745 39.81915 40.26316 40.71089 41.15857 41.60658 42.0529 42.50033 42.94627 43.39415 43.83905 44.28549 44.72897 45.17361 45.61873 46.0629 46.50724 46.9538 47.40582 47.85407 48.30234 48.75064 49.19877 49.6518 50.10132 50.55289 51.00445 51.4583 51.90765 52.35654 52.80594 53.25968 53.71445 54.16425 54.61002 55.06471 55.53424 56.00675 56.45697 56.90126 57.34555 57.79206 58.24749 58.69623 59.14423 59.59222 60.03502 60.47708 60.92211 61.36343 61.79954 62.23343 62.67029 63.10641 63.54772 63.99275 64.44001 64.89543 65.34269 65.79292 66.2476 66.71342 67.17924 67.64506 68.09158 68.54106 68.995 69.44374 69.89768 70.35088 70.80556 71.25802 71.71196 72.1659 72.61984 73.07303 73.51982 73.96661 74.41339 74.86018 75.32932 75.80814 76.2644 76.70908 77.15352 77.5917 78.02695 78.45974 78.89324 79.32834 79.76099 80.19464 80.63059 81.07166 81.50852 81.94761 82.3867 82.82578 83.26339 83.70396 84.13571 84.57183 85.00867 85.43999 85.87493 86.31825],9,85.931,2001,88.73751,-4.404,134.492,Time Will Tell,MxPx
