tid,artist_name,title,genre,topic
TRAIUPS128F92F2825,Ensiferum,Into Battle,Metal,23
TRBDSLA128F4288246,Toni Braxton,Best Friend,RnB,8
TRACWBO128F92F322F,Stevie Ray Vaughan And Double Trouble,Empty Arms,Blues,21
TRAJHDR128F92FA863,Morgion,Basking Under a Blacksun Dawning,Metal,1
TRARPTJ12903CE2898,SOJA,Be Aware,Reggae,8
TRBGITL12903CF2662,The Gathering,Fear The Sea,Metal,23
TRAMEBP12903CD7EEA,Mink DeVille,Heaven Stood Still,Rock,1
TRBDLRT128F4296B2F,Alias,Dying To Stay,Rap,8
TRAKFSV128F4257C10,Finntroll,Kitteldags,Rock,13
TRAJFDU128F426A5F4,Silverchair,The Door,Rock,12
TRABSAR128F42324A8,Abysmal Dawn,Compulsory Resurrection,Rock,23
TRAECSU128F426A84A,Headhunter,Signs Of Insanity,Rock,23
TRAVOLQ128F9322DB4,2 Minutos,Valentin Alsina,Rock,13
TRBHJAY128F14A9061,Foghat,Dead End Street,Rock,17
TRAZXBO128F429DA70,Blackbyrds,Do It_ Fluid,RnB,10
TRAFTMA128F933A3D7,Los Fabulosos Cadillacs,Matador,Latin,2
TRADOSF128F9338ADB,Pedro Aznar,Stand,Jazz,18
TRBCALG128F1483839,Milk Inc.,Breakin',Electronic,22
TRBBCJH128F930C970,Streetwize,U Don't Have To Call,Jazz,16
TRAMSSK128F92FDC80,Tim Exile,Family Galaxy,Electronic,18
TRAPVBP128F9308A86,Alejandro Lerner,No Hace Falta Que Lo Digas,Latin,2
TRARMUI128F147162F,The Jam,The Modern World,Rock,11
TRAJLEC128F93385A1,Jean-Jacques Goldman,La Vie Par Procuration,World,0
TRBEHGH128E078DEDE,The Roots,Act Won (Things Fall Apart),Rap,24
TRASMER128F4272C1D,2 Minutos,2 Minutos,Punk,2
TRBEUMG128F422305C,James Hunter,Class Act,RnB,11
TRALZXZ128F92E26EF,The Jeff Healey Band,My Little Girl,Blues,14
TRAYXZX128F930F022,KALIMBA,Nunca Sabras,Pop,2
TRARSZV12903CDB2DE,Junior Kimbrough,Meet Me in the City,Blues,9
TRAQKVC128F425E65C,The Clash,Inoculated City,Punk,23
TRAFMIA128F92E2B2B,Alice Cooper,This House Is Haunted,Rock,12
TRAYWHE128F92E9D6A,Roy Drusky,Three Hearts In A Tangle,Country,1
TRBDAVU128F423814A,Bon Jovi,Till We Ain't Strangers Anymore,Rock,12
TRAHMIV128F14693DC,Mike And The Mechanics,Nobody's Perfect,Rock,3
TRAXLLN128F428B982,Wayne Kramer,Bad Seed,Punk,5
TRAWOHD128F148D176,Rickie Lee Jones,Away From The Sky,Rock,21
TRBFLIP128E07897B4,Coldplay,Things I Don't Understand,Rock,8
TRAGXUZ128F9311745,Johnny Cash,You Tell Me,Country,13
TRAYCIH128E07890B9,The Cure,Doubt,Rock,19
TRAPESV128F92FE5E9,Don Gibson,Blue Blue Day,Country,4
TRAULEG128F92F035B,Finntroll,Ormhäxan,Metal,13
TRBEBYV128F14A0B65,ATB,Marrakech,Electronic,8
TRBBEGG128F9314BAA,Martina McBride,Heart Trouble,Country,17
TRANVKJ128F92F1561,Lonestar,Somebody's Someone,Country,3
TRAAENC128F1451DE9,Francis Dunnery,Too Much Saturn,Rock,22
TRAFWRG128F4295089,Goldfinger,Forgiveness,Rock,13
TRAYKOC128F930D2B8,Aerosmith,Cryin',Rock,14
TRBFRZX128F9341EAE,Busta Rhymes,We Got What You Want,Rap,20
TRASDYA128F425E84F,Chris Brown,Help Me,RnB,20
TRAJZCH128F933D2B7,Mighty Mighty Bosstones,Patricia,Reggae,12
TRAGNAX128F9313AE8,Doyle Bramhall,That's How Strong My Love Is,Blues,14
TRAYZBA128F4264551,Sophie B. Hawkins,Did We Not Choose Each Other,Rock,14
TRAAJYX128F4255568,Maxi Priest,Groovin' In The Midnight,Reggae,10
TRAMFFW128F4263AD7,James Taylor,Everyday,Pop,18
TRAZLVR128E078F044,The Who,Slip Kid,Rock,21
TRAMBLO128F4287D24,RUN-DMC,Can I Get A Witness,Rap,24
TRAMXPQ128F148B0C2,Mark Wills,How Bad Do You Want It,Country,5
TRAZVYP128F1459AD9,Leona Naess,Star Signs,Pop,5
TRAPNII12903CEA4F8,Bad Company,Simple Man,Rock,21
TRAKMUO128F4215890,Enrique Iglesias,Si Juras Regresar,Latin,2
TRBGUUF128F9334B97,El Gran Combo De Puerto Rico,No Hay Manera,Latin,2
TRBBAKH128F92FA339,The Ataris,Secret Handshakes,Rock,23
TRAAARJ128F9320760,Planet P Project,Pink World,Rock,6
TRAWFCM12903CBE6FA,Skyforger,In the Underworld,Rock,23
TRBDIOP128EF35F99C,Maroon 5,Sweetest Goodbye,Rock,8
TRACKAP128F425B741,Christina Aguilera,Walk Away,Pop,12
TRAUJTZ12903CF7BB4,Bruce Springsteen,Working On The Highway,Rock,5
TRAEOBA12903CAFAB0,Placebo,Hardly Wait,Rock,12
TRAVYHI12903CB95EC,T-Bone,Ride Wit Me,Rap,20
TRANTAN128E078B326,The MC5,The American Ruse (LP Version),Rock,21
TRBFSNP128F14572B5,Vixen,One Night Alone,Rock,16
TRAEMNZ128F9334662,Aerosmith,Angel,Rock,16
TRBBDXO128F14A4737,Tommy James And The Shondells,Gettin' Together,Pop,14
TRAABLR128F423B7E3,Blue Rodeo,Floating,Rock,12
TRAIBXQ128F425E6A5,Kings Of Leon,My Party (Kenna Remix),Rock,20
TRASLHI128EF343C84,Noisettes,Bridge To Canada,Rock,14
TRBEIKK128F14628D6,Lighthouse Family,Run,Pop,8
TRAHIJE128F4243356,Jack Off Jill,Horrible,Rock,8
TRADKDX128F9320676,Foo Fighters,If Ever,Rock,14
TRBFJGB128F42612B1,Brooke Valentine,American Girl,RnB,6
TRAMMFP12903CB59C2,Blind Lemon Jefferson,Long Distance Moan,Blues,5
TRATHTH128F42BC347,Kings Of Leon,Ragoo,Rock,7
TRBCWPC128F42438DF,Alexander O'Neal,Saturday Love,RnB,6
TRARHCB128F148D1B0,The Misfits,The Haunting,Rock,23
TRAPGOZ128F933A945,Jonny Lang,One Person At A Time,Blues,11
TRAMMAF128F93051B0,Basement Jaxx,Sfm,Electronic,11
TRAZZQC128F427A0F5,Aerosmith,Milkcow Blues,Rock,21
TRALPKG12903CDCA8A,Placebo,The Never-Ending Why,Rock,8
TRAYEGN128F9361233,Joe Bonamassa,When She Dances,Blues,14
TRAWBOE128F92F2F46,Pearl Jam,You Are,Rock,12
TRAGKTN128F933C68B,Pursuit Of Happiness,Down On Him,Rock,4
TRAOHNR128F428CD58,OutKast featuring George Clinton,Synthesizer,Rap,21
TRADCIM128F427A3A1,Wyclef Jean featuring Butch Cassidy and Sharissa,You Say Keep It Gangsta,Rap,20
TRAPGOC128F932F01A,Aswad,Your Recipe,Reggae,9
TRAGWTT128F148CF2C,Sister Hazel,Cerilene,Rock,18
TRAXPHE128F92F4100,Paul Rogers,The Hunter,Blues,22
TRAXEHW128F423E590,My Chemical Romance,You Know What They Do To Guys Like Us In Prison (Album Version),Rock,23
TRADODV128F4283EB6,Mobb Deep,Got It Twisted,Rap,20
TRBDUSM128F9339A13,Maximilian Hecker,Let Me Out,Rock,8
TRAJMQE128F9322DDD,2 Minutos,Vos No Confiaste,Rock,2
TRAFDFD128F14B07AB,THE COOKIES,Chains (LP Version),Rock,7
TRAQACB128F4263F7B,Ultimate Fakebook,Soaked In Cinnamon,Rock,8
TRAXLYT128F9348137,KMD,Get-U-Now,Rap,20
TRASAQI128F426EEA3,Bob Dylan,Simple Twist Of Fate,Rock,21
TRAFTCT128F425A900,Rick Astley,Close To You,Pop,18
TRAVTEH128E07953EA,Bon Jovi,The Radio Saved My Life Tonight,Rock,16
TRAFOKY128F92ED751,David Cook,I Did it for You,Rock,8
TRAJBTZ12903CB818C,The Del McCoury Band,Asheville Turnaround,Country,21
TRAEFON128E078C6F8,MC5,Miss X (LP Version),Rock,9
TRBFVEP128F42621E3,The Distillers,World Comes Tumblin' Down,Punk,23
TRBIJFB128F92ED124,It Dies Today,One the road (to Damnation),Rock,23
TRBBUCK128F42AFAD6,Kool Moe Dee,Death Blow,Rap,24
TRACHKX128F934B07A,Fever Ray,I'm Not Done,Electronic,1
TRAQGMY128F425A2F5,Annie Lennox,A Whiter Shade Of Pale,Pop,12
TRACTWW12903CB7550,Cracker,Shake Some Action,Rock,4
TRAHHMV12903CD0B0D,Backstreet Boys,PDA,Pop,22
TRAQTBF12903CCC1B7,Cockney Rejects,Oi! Oi! Oi!,Punk,17
TRACCJA128F149A144,João Gilberto,Segredo,Jazz,2
TRBDNZI128F14A9065,Foghat,Zig-Zag Walk,Rock,9
TRAUPSV128F427B621,Cabas,Como Nuestro Amor No Hay Dos,Latin,2
TRAFRYJ128F92E638B,Nine Inch Nails,Memorabilia,Electronic,12
TRALPQV128F424F989,2raumwohnung,Lachen und weinen,Pop,15
TRAYAKN128F9330A65,Ghost Machine,What You Made Me (Ugli),Rock,12
TRAWIGT128F427448E,Las Ketchup,Tengo Un Novio Tántriko,Latin,2
TRBCBLV128F14ADF31,Petra,More Power To Ya,Rock,14
TRAXJVO128F42AC534,Martina McBride,Thanks A Lot,Country,14
TRAVBCR128F933AE8E,Dax Riggs,Radiation Blues,Rock,23
TRAIATD128F9331CD6,Usher,I'll Show You Love,RnB,14
TRAGQBY128F42635B7,James Taylor,One More Go Round,Rock,14
TRABPGO128F931B50C,Emilia,You're My World,Pop,14
TRAZTBZ12903CFB6DA,Pelle Carlberg,I Love You_ You Imbecile,Pop,12
TRAVFEW128F92E2B47,Alice Cooper,Be My Lover,Rock,9
TRABYVN128F429E5CF,Aesop Rock,Flashflood,Rap,23
TRABWPT128F42B06CC,Keb' Mo',Still There For Me,Blues,8
TRAWFYX12903CA4766,Atomship,Whitfield,Rock,6
TRAQOXO128F42636BD,James Taylor,Down In The Hole,Rock,14
TRAUVVR128F425A925,Eurythmics,A Little Of You,Pop,14
TRARVZG128F1497359,Tech N9ne,Caribou Lou,Rap,13
TRBESEX128F147BB13,Olga Tañón,Como Olvidar (Merengue Versión),Latin,2
TRBBYOI128F4256732,Black Flag,Out Of This World,Punk,14
TRBFLOH128F42630E3,Regina Belle,You Are Everything,RnB,4
TRAKDCQ128F42A247A,Kool Moe Dee,I Go To Work,Rap,24
TRAKHYP128E0792F07,Patty Griffin,Moses,Folk,12
TRAYYKO128F92E133B,The Lord Weird Slough Feg,Baltech's Lament,Rock,8
TRACFOJ128F4253EFA,Nick Cave & The Bad Seeds,Still In Love,Rock,12
TRABUIN128F93022FF,SKOLD vs. KMFDM,Alkohol,Electronic,23
TRBCBVY128F933A195,Los Auténticos Decadentes,El Jorobadito,Reggae,2
TRAITDY128F149431C,Vangelis,Procession,New Age,12
TRALQGZ128F146F500,KT Tunstall,Boo Hoo,Pop,16
TRBGTZD128EF34B6C3,Jesus Jones,Nothing To Hold Me,Rock,8
TRBCBLN128F932BC9D,Skeletonwitch,Within My Blood,Metal,23
TRADXCO128F426B26D,M,Close To Me,Rock,0
TRADYQK128F42A762A,Muse,Stockholm Syndrome,Rock,23
TRAQGNV128C7196894,Blink-182,All Of This,Rock,12
TRADFXD128F424694C,Mando Diao,Misty Mountains,Rock,8
TRACLRV128EF33FAB8,Whitesnake,Young Blood (2007 Digital Remaster),Rock,14
TRBIIOT128F423C594,Joy Division,Leaders Of Men,Rock,8
TRASPAS128E078DFB3,Bob Marley & The Wailers,Smile Jamaica,Reggae,3
TRAIUYZ128F425BD2F,Múm,Nightly Cares,Electronic,14
TRAPHAH128F42677A4,Jennifer Lopez,We Gotta Talk,Pop,9
TRAJDTK128F429FFDF,Jim Reeves,I'd Like To Be,Country,21
TRAKLEZ128F4270649,Martha Wainwright,Who Was I Kidding,Folk,12
TRAHYDH128F9325200,Bumblefoot,Piranha,Rock,23
TRBBTUD128F42A10A3,Behemoth,Here And Beyond,Rock,23
TRAZORC128F426C323,Cut Copy,Unforgettable Season,Electronic,8
TRAIELD128F92DC682,Kings Of Leon,Genius,Rock,4
TRBCJRW12903CD02BC,John D. Loudermilk,Goin' To Hell On A Sled,Country,21
TRBDVJF128E078894B,The Smashing Pumpkins,Soot and Stars,Rock,1
TRBIJMU12903CF892B,Moonspell,The Hanged Man,Rock,20
TRBECAL128F4270F27,Saigon Kick,The Way,Metal,14
TRARIIY128F147187D,Kiss,Radar For Love,Rock,14
TRAWRWK128F4260B37,Gal Costa,Wave,Latin,14
TRAWPBO128F933D918,Bruisers,Bloodshed,Punk,8
TRAVCNA128F930975C,Mithotyn,On Misty Pathways,Metal,1
TRAQRFD128F9322DE6,2 Minutos,Cancion De Amor,Rock,2
TRAQITZ128F4265E0E,Johnny Cash,Lonesome To The Bone,Country,14
TRAEXHW128F92E2602,Gym Class Heroes,New Friend Request (Amended Version),Rock,5
TRBEBNV128F423783D,The Germs,Going Down,Punk,16
TRBAHEH128F9327D39,Wyclef Jean,Guantanamera,RnB,2
TRAJMEL128F4262B4A,The Fabulous Thunderbirds,Why Get Up,Rock,8
TRATDLH128F93384B0,Lily Allen,22 (Acoustic),Pop,8
TRALZTM128F92EC5F0,Céline Dion,"Because You Loved Me (Theme from ""Up Close and Personal"")",Pop,8
TRBHNUB12903CC2475,Open Hand,Tough Guy,Rock,12
TRADABC128F4274FCC,Carlos Ponce,Escuchame,Latin,2
TRAAWOR128F92DF3C8,Sandi Thom,Wounded Hearts,Pop,14
TRAUOXB128F146573B,Bryan Ferry,Ja Nun Hons Pris,Rock,0
TRBDVVT128F4279D11,Xzibit,Carry The Weight,Rap,20
TRBAZFD12903CB641D,Brooke White,Hold Up My Heart,Pop,8
TRBEHFA128F145B3DA,Be Bop Deluxe,Sister Seagull (Live),Rock,1
TRAXSWX128E0792BEF,Toots & The Maytals,It's You,Reggae,9
TRAIYDL128E0791583,Rihanna,Music Of The Sun,RnB,10
TRBFTJP128F426AC3F,Be Bop Deluxe,Music In Dreamland,Rock,10
TRATCDG128F932B4D2,Aiden,Black Market Hell,Rock,23
TRADRJK128E078F041,The Cardigans,Iron Man,Pop,23
TRANCOS128F4267DFB,Mando Diao,All My Senses,Rock,9
TRAPGFN12903CB5BAC,The Plimsouls,Women,Rock,17
TRAFBVU128F426B3F6,Dimmu Borgir,The Fundamental Alienation,Rock,23
TRBFIHG128F4289CF9,The Ataris,Make It Last,Rock,8
TRABOOL128F426E836,Mary Black,Turning Away,World,8
TRAUYOD128F42647FE,The Vaughan Brothers,Good Texan,Blues,9
TRAUSHD128E0795347,Bon Jovi,Wildflower,Rock,17
TRAXRSK128F42B44D2,Bad Religion,Infected,Rock,10
TRAPCNK128F427D7B5,M83,You Appearing,Electronic,16
TRARMYQ128F149F18A,Jimmy Wayne,Are You Ever Gonna Love Me?,Country,14
TRAMHMO128F93167EA,Juana Molina,Isabel,Folk,2
TRAPUFL128F425A8F9,Rick Astley,Nature Boy,Pop,18
TRAUEYX12903CEAF48,Architecture In Helsinki,Need To Shout,Rock,8
TRAVHIA128F1494B0C,Sonny James,I'll Never Find Another You,Country,8
TRAYOQI128F92F0967,Converge,To the Lions,Metal,18
TRAGHJX128F426F76F,Bob Dylan,New Pony,Rock,5
TRAOKSC128F4264989,K's Choice,A Sound That Only You Can Hear,Rock,8
TRBBILZ12903CB422C,Set Your Goals,This Very Moment,Rock,8
TRAGQVO128F145C0AF,Gang Starr,Say Your Prayers,Rap,8
TRALTKQ128F932DA67,Atari Teenage Riot,Revolution Action,Electronic,4
TRAAKAS128F4246013,Porcupine Tree,Waiting,Rock,12
TRAFKRE128F932002B,All Time Low,Umbrella,Rock,18
TRAENOH128F933978A,Cerati-Melero,Marea De Venus,Latin,2
TRACFZI128E0795424,Saosin,Bury Your Head,Rock,12
TRBEBVZ128F425A660,Rick Astley,The Bottom Line,Pop,8
TRAGPAF128EF34542A,From Autumn To Ashes,Sensory Deprivation Adventure,Rock,23
TRAGALM128F4236C86,Lyrics Born,Bad Dreams,Rap,22
TRBIJES12903CF5B12,Mouth Of The Architect,Harboring An Apparition,Metal,23
TRAKGDZ12903CE4867,Story Of The Year,Won Threw Ate,Rock,23
TRAVGNH128F428CBA9,Amorphis,Into Hiding,Metal,1
TRACCVZ128F4291A8A,Mastodon,Deep Sea Creature,Metal,12
TRAESJK128E0792227,Eminem,Ricky Ticky Toc,Rap,20
TRAMTIH128F933E8E4,Eric Burdon,Motorcycle girl,Rock,8
TRAIVMM128F4266056,Keb'Mo',Anybody Seen My Girl,Blues,16
TRAAHEG128E07861C3,Redman,WKYA (drop),Rap,20
TRAIHFF128EF351817,Michael Jackson,Just A Little Bit Of You,Pop,14
TRBFNBC12903CA9800,The Black Crowes,Good Morning Captain,Rock,16
TRAURRP128F4261B94,Dixie Chicks,Give It Up Or Let Me Go,Country,14
TRAYOXN128E07926A8,City High,The Only One I Trust,RnB,8
TRAMEDG128E07933F4,Ms. Dynamite,All I Ever,Rap,14
TRBBGQN128F9310CBE,Radiohead,You (Demo),Rock,8
TRAYGHE12903CD213E,The Prodigy,What Evil Lurks,Electronic,24
TRAFLMU128F4274A4D,G-Unit,I Don't Want To Talk About It,Rap,20
TRAGJPA128F92F9665,U2,FEZ-Being Born,Rock,1
TRASQCW12903CA07D9,Ray Davies,See My Friends,Rock,12
TRBAZYH128F4288198,The Jeff Healey Band,See The Light,Blues,18
TRANLJA128F42A5379,Dolly Parton,It's All Wrong_ But It's All Right,Country,8
TRANIUD12903CCE692,Jah Cure,To Your Arms of Love,Reggae,14
TRAGYDZ12903D0957F,Candlebox,Lover Come Back To Me,Rock,16
TRAKYWY128F9310CF4,Radiohead,Stop Whispering (US Version),Rock,10
TRATQSL128F932E2ED,Michael Jackson,Morning Glow,Pop,16
TRBHJPQ128E078ED8F,Queens Of The Stone Age,Everybody's Gonna Be Happy,Rock,14
TRAZVZJ128F92EF28A,Set Your Goals,summer jam,Punk,8
TRAWVNL128F9327983,Bad Company,Call On Me,Rock,16
TRAWWQM128F148C796,Kiss,Every Time I Look At You,Rock,8
TRBDTNY128F9327A10,Bad Company,Take The Time,Rock,22
TRALLQX12903CD838C,Ben Sidran,See You On The Other Side,Jazz,1
TRAPFXX128E0785EBA,Mariah Carey,Clown,RnB,17
TRAPYCR128F4289604,Flickerstick,Coke (Live),Rock,8
TRABZRZ128F42628AD,James Taylor,Steamroller Blues,Rock,9
TRBFUMI128F42B5731,The Velvet Underground,Stephanie Says,Rock,8
TRADRNN128F92F7172,R. Kelly & Jay Z,Honey,Rap,20
TRAPSHW128F14560A6,J.J. Cale,Losers,Blues,13
TRAVELY128F42606F8,A Tribe Called Quest,Like It Like That,Rap,21
TRANVZT128F42AE134,Dixie Chicks,Lullaby,Country,14
TRAQAIW12903C9B61E,Belle and Sebastian,I Could Be Dreaming,Rock,8
TRAPMRV128F92F5F4C,Dixie Chicks,Hole In My Head,Country,22
TRARUTP128E0797FC7,Linkin Park,Crawling (Album Version),Rock,12
TRBGWVI128E0788AE7,22-20s,Hold On,Rock,8
TRAVDGG128F92E389A,Memphis Minnie,Nothing In Rambling,Blues,21
TRAIKSH128E07816DF,Nick Cave & The Bad Seeds,Stagger Lee,Rock,22
TRANIUS12903D00EC7,Swallow The Sun,...and Heavens Cried Blood,Rock,23
TRAUNPM12903CB7CCC,Jefferson Starship,Fading Lady Light,Rock,8
TRBDWRY128F427991E,Stevie Ray Vaughan And Double Trouble,Tin Pan Alley (aka Roughest Place In Town),Blues,21
TRAIBXJ128F4260700,A Tribe Called Quest,Scenario,Rap,24
TRAAGCZ128F93210FD,Black Eyed Peas,Let's Get It Started,Pop,7
TRASGKM128F42644C5,Helmet,Street Crab,Rock,8
TRANTAD128F92FD042,John Mayer,Who Did You Think I Was,Rock,8
TRBBYFJ128F42A22D4,Jim Reeves,Jingle Bells,Country,19
TRAYIUG12903CC7E3C,Gipsy Kings,Camino,World,2
TRBDCAB128F92F7EE4,The Primitives,Never Tell,Rock,5
TRAYLKH128F427BCCC,W.A.S.P.,When The Levee Breaks,Rock,5
TRASARO128F145E40F,Small Faces,My Mind's Eye,Rock,23
TRAFAJC128E078888B,Queens Of The Stone Age,This Lullaby,Rock,18
TRBHGVH128F148AD73,Long Beach Dub Allstars,Free Love,Rock,11
TRBACUF128F4247F8C,Mint Condition,Call Me,RnB,16
TRAGFVT128F92ECB5D,Oasis,Don't Go Away,Rock,8
TRANMOT128F92EFF19,Kathy Mattea,Standing Knee Deep In a River (Dying Of Thirst),Country,12
TRAOWXO128E0783F68,Wet Wet Wet,Hear Me Now,Pop,8
TRBEKGR128F425DA44,Jane's Addiction,Price I Pay,Rock,22
TRATQDK128F1489B3E,Pennywise,Lies,Punk,8
TRAAGJV128F1464090,Lesley Gore,It's My Party,Pop,13
TRAYPFH128E07937C3,Soundgarden,Slaves & Bulldozers,Rock,13
TRAFYGO128F42727E7,Beyoncé,Be With You,RnB,14
TRAXWQU128F42716E2,John Mellencamp,Peaceful World,Rock,6
TRBDBXO128F42B3E45,Nolwenn Leroy,Etre Une Femme,Pop,0
TRASTOM12903CBE8A6,Seven Mary Three,Hammer & a Stone,Rock,12
TRAUXSO128F42B863C,Silverchair,Spawn (Again),Rock,19
TRAVKGM12903CA66FB,L7,Baggage,Rock,21
TRBFNMG128F4278109,Aerosmith,Reefer Head Woman,Rock,1
TRAVHLR128F146B476,Charly García,Asesíname,Rock,2
TRACHHH128E0788A35,Dilated Peoples,Big Business,Rap,21
TRBIBKA128F42947BF,Samy Deluxe,Die Meisten,Rap,15
TRAGGVS128F4250CE8,Astarte,Oblivious Darkness,Rock,1
TRAVOHH128F4247EF9,Ashton Shepherd,Sounds So Good,Country,8
TRAWEDC128F14A2EBA,Y&T,Contagious,Rock,22
TRBGZLM128F4221E63,Less Than Jake,Fucked,Rock,23
TRAXZSJ128F145B3B0,Be Bop Deluxe,Piece Of Mine,Rock,14
TRAZJUH128F934465B,Hanoi Rocks,Mental Beat,Rock,24
TRAMBHU128F425A620,Rick Astley,You Move Me,Pop,8
TRBCPXR128F42AC544,Martina McBride,Pick Me Up On Your Way Down,Country,8
TRBBMXI128F428CCD1,Amorphis,The Lost Name of God,Rock,23
TRAUMNH128F92FB67F,The Jeff Healey Band,It Could All Get Blown Away,Blues,10
TRBGUHX128F4279757,K's Choice,God In My Bed,Rock,8
TRAASUZ128F9314950,Korn,Hey Daddy,Metal,8
TRALLQJ128F933C68A,Pursuit Of Happiness,Killed By Love,Rock,10
TRAREDZ12903CFB6E3,Pelle Carlberg,Clever Girls Like Clever Boys Much More Than Clever Boys Like Clever Girls,Pop,8
TRARFKP12903CF5DF1,Salt The Wound,From My Hands,Rock,23
TRBARHH128E078EDE9,Aerosmith,Janie's Got A Gun,Rock,17
TRADFII128F931FC9F,Metallica,The End Of The Line,Metal,23
TRAMNJB128F92EFDC7,Indica,Ihmisen Lento,Rock,13
TRAICJQ12903CF2681,Dark Fortress,Ghastly Indoctrination,Rock,23
TRAZFYU128F93569C6,deadboy & the Elephantmen,No Rainbow,Rock,18
TRBIFOK128EF362D20,The Pharcyde,I'm That Type Of Ni**a,Rap,20
TRAOZEJ128F428CCEA,OutKast,Wailin',Rap,20
TRAQVDI128F42969C8,John Mayall & The Bluesbreakers,Nature's Disappearing,Blues,23
TRAVRPL128F145E874,Lifer,Breathless,Rock,12
TRAIQUG128F92F946E,Byzantine,Absolute Horizon,Metal,1
TRBBKLD128F424ABF5,Crowbar,No Quarter,Metal,19
TRAKWTG128F42454E2,Less Than Jake,Antidote For The Underdog,Reggae,8
TRAMARM128E0796A50,The All-American Rejects,Bite Back,Rock,21
TRAEPAW128F4285BAB,Geggy Tah,Gina,Rock,21
TRAQVOG128F9340E58,Chris Brown,I.Y.A.,RnB,5
TRBAMXF128F1470AD6,Red Hot Chili Peppers,Hard To Concentrate (Album Version),Rock,8
TRBDTZX128F92DFA66,Jars Of Clay,Don't Stop,Rock,10
TRAOEAQ12903CC26BD,This Is Hell,RECKLESS,Rock,8
TRAAUEO128E0780CB9,Placebo,English Summer Rain,Rock,8
TRAGNGY12903C9CD76,Tantric,Coming Undone,Rock,12
TRARMHA128F92E7D32,Descendents,I'm Not A Loser,Punk,21
TRASXZE128F427F156,Heavenly,Smile,Rock,12
TRACRTS128F9300F7E,Bad Brains,Destroy Babylon,Punk,24
TRBFZRA128F427030C,Tha Liks,Da Da Da Da,Rap,20
TRBICVB128F9326B65,Strata,Night Falls (The Weight Of It),Rock,12
TRAJHCS128F93192B5,Georges Brassens,Auprès De Mon Arbre,World,0
TRAPEHR128E0786D5A,Zeromancer,Send Me An Angel,Rock,1
TRBFLFI128F427F374,RIDDLIN' KIDS,Stop The World,Rock,6
TRAAGPJ128F428CD1B,Queens Of The Stone Age,I Never Came,Rock,8
TRAYQKQ128F1491182,Slick Rick,Kill Niggaz,Rap,20
TRBGKJU128E079851F,The Highwaymen,The Road Goes On Forever,Country,21
TRBCIRO128F42B0277,Christina Aguilera,Beautiful,Pop,6
TRAJUPF128F4231A2C,P.O.D.,Ya Mama (Palm Springs Demo),Rock,13
TRAADQX128F422B4CF,Casiotone For The Painfully Alone,Nashville Parthenon,Electronic,12
TRAZXDC128F429874E,Shaggy,Criteria,Reggae,11
TRABFKN12903CAF61B,All Time Low,Shameless,Rock,14
TRAUFLM128F42AECDC,Britney Spears,Someday (I Will Understand),Pop,8
TRANIVG128F1484DED,Janet Jackson,Again,RnB,14
TRAPHDI128F92F5EA1,Zeca Baleiro,Proibida Pra Mim (Grazon),Latin,2
TRAKVSG128EF34E609,Raphaël,La Mémoire Des Jours,Pop,0
TRARTSA128F4291550,Bongzilla,Champagne & Reefer,Metal,20
TRBFUXQ128F145B135,Alias,After All The Love Is Gone,Rock,14
TRABJWA128F9309C09,Ensiferum,Warrior's Quest,Rock,23
TRANEMQ128F42A10A8,Behemoth,No Sympathy For Fools,Rock,23
TRAUNEL128F1467D5C,Devo,Sloppy (I Saw My Baby Gettin'),Rock,21
TRARFQL128F931E523,Fergie,Voodoo Doll,Pop,4
TRBEAMO128F425B75F,Christina Aguilera,Cruz,Pop,12
TRASUJK128E0789C12,Coldplay,Speed Of Sound (Live),Rock,1
TRAXWDS12903CEE35E,Wolfmother,Cosmonaut,Rock,8
TRAYVLL128F9335B7A,Bersuit Vergarabat,Se Viene,Rock,2
TRBBFOT12903CBCB4F,Capleton,Raggy Road,Reggae,17
TRBDKOV128F4290943,Lou Reed,Sally Can't Dance,Rock,7
TRBGGOS128F9307FC5,Remy Shand,The Second One,RnB,12
TRBATRO128F4225566,La Portuaria,10000 Km,Rock,2
TRASIVA128F933DB52,Boyz II Men,In My Life,RnB,8
TRAWODX128F42AC413,Peter Gallagher,Everytime It Rains,Pop,18
TRAEVRI128F93608F3,Phil Collins,Welcome,Pop,3
TRAKHXX128E07877EB,Red Hot Chili Peppers,Emit Remmus (Album Version),Rock,3
TRAUZTR128F9351D2A,Michael Jackson,I Wanna Be Where You Are,Pop,14
TRATJXC128F93124CE,Darden Smith,Perfect Moment,Country,18
TRBDYIC128F92F1D17,Slum Village,CB4,Rap,20
TRAFMPX128F4246C49,Ill Nino,All I Ask For (Album Version),Rock,23
TRAYMFR12903D09540,Skeeter Davis,My Sweet Loving Man,Rock,14
TRAKOEB128F1478783,Rise Against,Intro/Chamber The Cartridge,Rock,12
TRAAZGC12903CB5DFB,The Jeff Healey Band,Hoochie Coochie Man,Blues,21
TRBFUNY128C7196B7D,The Disposable Heroes Of Hiphoprisy,Music And Politics,Rap,10
TRAPIPG128F42521C6,Carlos Vives,Decimas,Latin,2
TRARSAM128F4256E04,Månegarm,Vargbrodern Talar,Metal,13
TRBIBTU128F92FDC9D,Tim Exile,Fortress,Electronic,23
TRBAAOT128F4261A18,Harry Connick_ Jr.,Once,Jazz,12
