"","V1","V2","V3","V4","V5","V6","V7"
"478",0.09,4,271.139,1989,292.85832,-7.866,164.171
"479",0.073,3,215.708,2005,234.73587,-10.807,106.525
"480",0.136,1,242.231,1996,250.69669,-10.504,104.494
"481",0.305,4,241.458,2004,251.03628,-5.403,119.346
"482",0,5,401.125,1998,409.99138,-7.936,87.054
"483",0.258,4,288.897,1980,308.50567,-5.49,120.223
"484",0.125,5,225.605,2002,229.40689,-5.117,118.817
"485",0,4,272.225,1987,283.61098,-11.691,116.673
"486",0,4,162.093,2007,171.93751,-3.324,119.406
"487",0,1,240.457,0,240.45669,-8.471,91.413
"488",0.348,3,203.552,0,210.96444,-13.765,101.421
"489",0,4,204.841,2007,210.85995,-3.362,168.979
"490",0.136,4,337.711,2009,377.75628,-6.317,71.758
"491",0.178,4,219.208,1993,227.082,-10.252,129.542
"492",2.902,4,221.855,1998,230.05995,-7.837,91.973
"493",0.165,4,190.758,1999,195.83955,-12.359,142.869
"494",3.024,4,216.973,1980,233.45587,-13.425,108.565
"495",0.288,4,175.502,0,193.54077,-10.691,143.804
"496",0.311,4,271.813,2003,277.81179,-8.704,93.001
"497",0.287,4,236.443,1992,250.33098,-9.352,132.335
"498",0,4,150.419,2002,167.44444,-2.885,189.995
"499",6.316,4,339.22,2009,341.2371,-2.735,129.829
"500",0.235,4,166.481,2004,170.50077,-9.122,138.935
"501",0,5,207.986,1999,207.98649,-7.804,103.596
"502",0.316,4,283.655,1980,299.78077,-11.514,141.674
"503",0.163,5,176.93,2002,188.18567,-10.096,105.361
"504",0.218,3,13.583,1999,13.58322,-24.997,120.765
"505",0.078,4,226.151,2007,236.35546,-5.628,102.99
"506",0.131,4,233.674,2006,238.05342,-3.492,91.873
"507",2.119,1,155.318,1990,157.6224,-9.609,126.689
"508",0,4,254.938,0,263.36608,-6.578,193.14
"509",0.136,1,146.228,1970,149.96853,-2.969,173.34
"510",0,4,203.79,2009,210.59873,-4.289,84.99
"511",0.461,4,272.692,2003,272.69179,-5.028,121.949
"512",0.2,4,150.419,2005,165.61587,-5.094,134.289
"513",2.322,4,249.446,2004,263.49669,-8.163,141.171
"514",0.117,4,342.152,2006,351.84281,-12.749,109.74
"515",8.208,4,260.151,1986,268.40771,-2.339,145.882
"516",5.492,4,216.99,2004,228.85832,-6.642,130.006
"517",0.194,4,146.727,2007,158.51057,-6.172,124.409
"518",0,1,282.61,1977,294.24281,-8.782,137.865
"519",0.16,4,167.155,0,175.72526,-6.612,117.532
"520",0.193,4,299.259,1982,316.39465,-11.763,121.044
"521",2.572,4,155.429,1985,159.65995,-5.612,150.871
"522",0.228,4,112.205,2008,119.7971,-5.261,150.006
"523",0,4,303.531,1998,311.30077,-6.791,94.904
"524",0,3,208.922,2007,213.13261,-14.254,100.567
"525",0.073,4,203.395,2004,206.94159,-3.568,112.77
"526",0.206,1,223.893,2004,232.48934,-11.199,85.006
"527",0.444,4,247.188,1995,252.83873,-6.575,87.495
"528",0,4,202.739,2005,213.34159,-5.972,189.068
"529",0.121,3,264.104,2008,269.63546,-8.425,151.945
"530",0,4,276.457,1998,289.25342,-6.407,156.688
"531",0.345,3,178.875,1953,183.06567,-13.164,96.731
"532",0.078,4,248.842,1999,264.64608,-7.101,93.976
"533",0.571,4,203.976,2008,217.28608,-4.35,94.007
"534",2.287,5,233.117,1988,247.11791,-8.016,130.272
"535",0,5,224.438,2005,233.92608,-4.148,99.742
"536",0,4,245.476,1997,258.19383,-6.062,90.902
"537",0.242,1,85.931,2001,88.73751,-4.404,134.492
"538",0.142,1,248.053,1994,251.76771,-6.131,138.408
"539",0.165,3,167.706,2000,175.01995,-11.727,158.763
"540",0.259,4,252.395,2008,264.82893,-6.892,142.449
"541",0.155,4,233.523,2004,242.65098,-7.811,95.465
"542",0.092,1,217.536,1983,219.76771,-24.308,92.938
"543",0.386,4,113.505,1996,118.9873,-10.817,95.381
"544",0,4,186.59,0,191.73832,-11.761,95.572
"545",2.728,4,232.885,2006,245.10649,-4.654,189.917
"546",0,4,109.389,2003,115.53914,-3.116,189.134
"547",0,4,343.133,2004,360.75057,-3.134,105.54
"548",0.699,4,203.14,1994,211.35628,-4.659,161.994
"549",0.984,7,208.672,2008,219.24526,-11.451,96.047
"550",0.27,4,206.396,1988,216.39791,-10.81,133.319
"551",0,4,450.694,0,479.45098,-10.258,86.155
"552",2.583,4,371.032,2008,389.95546,-4.757,85.061
"553",0.223,4,221.414,2001,236.53832,-5.832,130
"554",0.371,4,175.955,1995,184.39791,-16.358,88.794
"555",0.369,1,99.84,1987,109.71383,-12.808,108.974
"556",0,7,244.453,2005,244.45342,-12.518,74.078
"557",0,7,192.737,2002,196.93669,-10.187,120.083
"558",0,4,192.13,1981,192.13016,-7.167,162.907
"559",0,3,208.44,2005,212.11383,-4.829,89.89
"560",0.362,4,237.111,0,242.07628,-7.097,146.313
"561",4.661,4,172.089,2006,182.80444,-6.825,111.266
"562",2.682,4,244.535,2001,247.77098,-3.756,132.731
"563",0,4,184.726,2000,195.00363,-11.41,66.49
"564",0.136,5,318.996,2006,328.72444,-5.711,113.471
"565",0,4,185.234,1988,185.23383,-4.92,124.993
"566",2.113,3,208.155,0,213.41995,-6.04,88.772
"567",3.338,4,293.645,2005,313.10322,-12.584,110.742
"568",0.462,4,239.009,1988,259.60444,-14.109,124.67
"569",0.191,4,300.391,1982,311.19628,-9.507,88.73
"570",0.316,3,51.304,2002,56.13669,-15.339,112.991
"571",0.607,1,187.548,1999,201.16853,-7.279,153.447
"572",0,4,224.096,0,234.1873,-4.619,151.956
"573",0.38,3,203.378,0,207.93424,-5.628,87.029
"574",0.241,4,249.498,0,262.50404,-6.808,120.196
"575",0,4,296.124,1976,296.12363,-9.045,130.049
"576",0.328,4,198.583,1994,220.31628,-10.291,144.447
"577",0.21,4,227.997,1990,235.31057,-8.025,151.211
"578",0.183,4,251.606,2002,270.47138,-2.512,157.739
"579",0.235,5,255.286,1995,264.88118,-5.225,87.643
"580",0.177,1,155.905,1961,168.95955,-5.176,91.01
"581",0,4,253.608,2000,260.04853,-8.209,132.131
"582",4.133,3,294.272,0,301.13914,-13.651,167.489
"583",0,1,146.187,1983,160.62649,-15.6,136.273
"584",2.119,3,311.693,1969,315.92444,-10.381,103.377
"585",0.148,4,180.849,2005,192.10404,-11.551,99.985
"586",2.188,4,254.729,1984,263.6273,-15.182,137.486
"587",0,4,200.911,2007,208.56118,-5.05,210.032
"588",30.575,3,247.403,1999,257.85424,-3.115,151.401
"589",0,4,298.446,0,303.22893,-6.272,85.03
"590",0.271,1,269.276,1971,279.84934,-8.026,182.085
"591",0.17,4,310.34,1999,313.75628,-5.646,145.109
"592",0,4,272.033,0,280.89424,-6.305,168.099
"593",0,1,49.911,2003,52.11383,-4.271,80.992
"594",0.096,4,205.139,2006,205.13914,-3.094,126.892
"595",0,4,272.167,1997,280.97261,-4.167,131.191
"596",0.101,4,183.275,0,183.27465,-3.177,163.604
"597",0.148,4,215.04,1996,226.92526,-9.67,165.038
"598",4.505,4,257.747,2001,260.93669,-6.121,122.761
"599",0,4,213.603,2005,213.60281,-10.606,130.298
"600",0,3,261.637,2004,277.89016,-7.319,125.05
"601",0.325,3,265.903,1996,277.39383,-14.15,109.889
"602",0.253,4,205.798,1998,214.12526,-10.65,139.95
"603",0,4,303.659,1999,321.48853,-4.146,156.261
"604",0.218,4,190.902,2006,190.9024,-4.531,91.145
"605",3.257,4,311.136,1995,316.76036,-8.724,145.99
"606",0,4,276.764,2003,280.00608,-5.342,117.574
"607",2.206,4,156.415,1974,162.29832,-10.06,170.995
"608",0.177,4,204.074,0,211.12118,-5.646,126.725
"609",2.241,1,218.552,1999,227.39546,-8.811,121.832
"610",0.086,5,116.686,1982,130.63791,-13.143,87.657
"611",0.409,4,219.208,1998,229.0673,-6.947,101.43
"612",0,4,163.813,2002,163.81342,-4.563,227.25
"613",0,4,293.21,0,315.16689,-13.097,100.075
"614",4.812,4,265.346,1996,274.78159,-9.061,96.02
"615",0,1,187.663,2001,187.66322,-5.794,155.411
"616",2.107,4,124.72,2005,128.41751,-7.766,154.873
"617",0,4,124.395,1999,124.39465,-4.861,97.546
"618",4.307,3,150.013,1969,152.76363,-9.774,126.968
"619",0.183,4,196.737,2004,210.07628,-5.061,141.63
"620",0.083,4,272.341,1989,290.11546,-12.798,167.772
"621",1.232,1,192.18,1997,204.93016,-6.971,92.957
"622",0,3,361.247,1994,361.24689,-8.294,167.504
"623",0.154,4,162.36,1976,175.20281,-12.551,119.053
"624",0.413,4,289.808,2010,292.91057,-9.11,89.949
"625",3.855,4,174.225,0,188.89098,-6.969,131.953
"626",0,4,223.086,0,229.69424,-6.525,157.103
"627",0.183,4,245.499,1997,261.35465,-6.653,168.242
"628",0,5,226.975,2001,231.60118,-10.067,106.961
"629",0.264,4,216.549,1999,226.37669,-15.448,69.347
"630",2.119,1,52.547,0,57.44281,-21.488,92.502
"631",0,4,176.721,2006,181.57669,-3.696,209.141
"632",0.281,7,279.998,0,293.27628,-8.756,89.92
"633",2.339,4,478.215,1999,486.97424,-7.655,86.308
"634",1.071,4,211.348,1999,230.05995,-4.134,150.226
"635",0.27,5,464.242,2002,472.39791,-6.736,121.518
"636",0.38,7,215.203,2005,231.18322,-4.547,151.488
"637",0,4,242.985,2007,247.24853,-5.603,169.994
"638",0,1,243.635,2009,250.8273,-4.535,99.995
"639",0,7,227.915,2009,241.162,-5.056,174.424
"640",0,4,263.053,0,263.05261,-6.502,129.997
"641",0,4,341.188,1993,356.25751,-11.893,94.557
"642",0.196,4,83.069,1997,85.9424,-5.542,212.293
"643",0.078,1,225.216,0,241.08363,-8.021,99.761
"644",0.107,4,136.615,1981,154.93179,-15.433,100.042
"645",0.45,4,183.664,1973,199.96689,-20.172,110.1
"646",0.067,4,271.157,1985,281.05098,-9.882,121.616
"647",0.103,4,231.253,2009,240.79628,-5.353,136.147
"648",0,3,300.141,1975,316.81261,-12.936,90.689
"649",0,4,276.376,1989,288.02567,-5.729,146.29
"650",3.785,4,340.776,0,355.5522,-7.894,146.022
"651",0.188,4,81.995,1982,89.23383,-8.867,203.29
"652",0.316,4,147.435,1977,150.59546,-8.812,159.849
"653",0.258,4,213.821,0,232.64608,-6.349,142.409
"654",0.072,4,249.574,2002,264.41098,-5.011,142.069
"655",0,3,136.678,1959,140.38159,-13.338,117.867
"656",0.531,4,231.758,1998,231.75791,-7.174,123.861
"657",0,4,373.847,2006,384.67873,-14.199,169.038
"658",0.066,5,217.757,0,221.09995,-5.781,102.581
"659",0,4,235.258,1998,235.25832,-9.407,117.946
"660",0,4,85.664,2007,92.76036,-6.769,163.086
"661",0,5,461.41,2009,465.47546,-6.278,131.999
"662",0.321,4,184.866,1997,190.06649,-14.023,129.584
"663",0.328,4,303.827,1986,311.27465,-4.857,139.95
"664",0.165,3,282.517,2005,286.58893,-4.627,97.265
"665",0.113,4,280.88,2004,283.48036,-4.076,84.992
"666",3.245,4,200.969,2000,208.95302,-6.052,105.095
"667",0.14,4,267.952,2006,274.85995,-6.696,177.942
"668",0,4,284.729,1968,291.29098,-12.065,115.514
"669",0,1,166.934,2002,169.63873,-5.176,114.179
"670",0,1,248.9,1975,257.61914,-13.776,136.842
"671",0.218,4,110.748,1966,121.73016,-7.124,116.664
"672",0.229,4,274.872,2001,285.46567,-5.067,108.039
"673",0,1,446.74,1989,449.74975,-8.239,146.77
"674",0.096,4,155.597,2009,171.59791,-5.829,152.273
"675",5.822,4,185.4,0,197.09342,-6.45,89.966
"676",0,3,199.082,1994,212.16608,-10.562,141.165
"677",0.197,4,226.783,2009,240.22159,-9.736,119.959
"678",4.081,3,228.299,1999,240.01261,-8.325,126.8
"679",0.27,7,142.362,2009,151.58812,-10.338,94.921
"680",0.107,4,199.843,0,207.12444,-10.006,86.535
"681",0,4,203.413,2006,212.89751,-5.038,151.949
"682",0,4,201.607,2006,205.06077,-2.912,119.501
"683",0,4,245.557,2006,251.66322,-4.576,125.987
"684",0.599,4,83.121,2006,83.12118,-1.674,168.231
"685",1.035,1,298.806,1992,307.61751,-8.252,146.581
"686",2.397,4,212.294,0,222.79791,-15.646,106.895
"687",0.874,4,226.853,2001,246.20363,-4.821,99.831
"688",0.195,4,221.246,2006,236.45995,-6.288,98.937
"689",0.243,5,266.739,2006,276.68853,-5.098,84.595
"690",0.633,4,220.786,2004,220.78649,-7.209,109.23
"691",0,4,278.251,2008,283.16689,-13.852,140.666
"692",0.345,4,275.156,2005,285.04771,-5.367,122.94
"693",0.16,4,234.365,2000,249.62567,-4.673,152.999
"694",0.403,4,129.387,1998,134.05995,-6.376,124.794
"695",0.351,1,200.371,1992,211.33016,-9.944,205.559
"696",0,4,109.009,1999,109.00853,-3.904,196.327
"697",0.705,4,231.253,1992,234.60526,-8.339,69.965
"698",0.215,4,211.325,2010,214.72608,-4.38,92.105
"699",0.311,4,522.466,2005,527.98649,-8.361,134.02
"700",0.334,1,58.903,1980,63.52934,-8.562,162.384
"701",0,4,301.97,2008,312.842,-5.968,130.35
"702",0,1,148.468,2006,153.25995,-2.648,143.224
"703",0.264,7,257.55,2008,272.14322,-13.959,124.981
"704",0.398,4,183.298,1970,188.02893,-12.169,98.824
"705",0,3,531.429,1995,540.42077,-6.676,183.662
"706",0,1,149.966,1987,156.682,-13.229,129.282
"707",0,4,218.674,2009,228.44036,-10.571,122.852
"708",0,0,749.639,2009,759.09179,-7.192,0
"709",0.334,4,245.104,2007,255.76444,-9.81,142.196
"710",0.276,3,202.211,0,222.53669,-11.284,135.776
"711",0,4,205.061,1997,205.06077,-6.203,91.699
"712",0.2,4,251.669,1999,255.39873,-5.635,152.001
"713",0,4,179.989,2009,187.24526,-8.295,132.61
"714",0,3,118.457,1989,125.1522,-12.818,126.714
"715",0,4,203.198,1968,214.96118,-10.736,170.897
"716",0,4,317.748,2004,322.55955,-4.516,150.05
"717",4.667,4,172.455,1980,181.15873,-14.343,100.422
"718",3.785,4,215.348,2003,225.61914,-8.843,125.986
"719",0,4,171.021,2007,181.13261,-6.391,102.066
"720",1.199,4,244.976,2001,263.20934,-8.147,83.49
"721",0,4,266.217,2002,270.62812,-17.864,165.76
"722",0.548,4,223.359,0,235.04934,-10.562,117.507
"723",0,4,187.548,0,190.69342,-6.371,89.689
"724",0.241,4,142.211,0,146.88608,-12.495,93.618
"725",0.827,3,294.522,2006,306.18077,-4.118,87.785
"726",0.142,4,229.535,2005,242.33751,-5.808,119.981
"727",0.461,1,204.98,1973,217.96526,-8.486,100.648
"728",0.148,4,142.089,2006,151.82322,-4.031,157.751
"729",0,4,382.154,2001,395.83302,-5.538,134.115
"730",2.775,4,230.197,0,245.34159,-9.044,104
"731",3.698,4,221.373,2005,246.09914,-9.695,119.06
"732",0.299,4,198.153,2008,200.25424,-4.825,140.119
"733",0.06,4,263.413,2010,281.23383,-6.991,120.085
"734",0.096,4,206.692,2004,212.71465,-4.336,109.984
"735",0.154,4,202.838,1981,205.50485,-16.619,94.48
"736",0.383,4,191.826,1996,209.08363,-7.56,116.625
"737",0.525,4,315.588,1988,322.97751,-13.865,139.015
"738",0,4,234.371,2005,249.28608,-10.414,139.999
"739",0,1,1.044,2005,1.04444,-23.555,0
"740",2.577,4,193.44,2007,205.45261,-6.692,143.864
"741",2.937,4,391.488,2006,399.82975,-7.715,140.077
"742",0,4,238.748,2003,246.33424,-5.268,96.708
"743",0,4,249.667,2009,252.21179,-3.708,164.963
"744",0.898,4,189.068,1984,191.99955,-11.516,183.709
"745",0,4,273.862,2007,278.93506,-5.73,180.06
"746",1.309,4,181.737,1995,186.40934,-12.967,52.932
"747",0.382,4,267.384,1992,283.03628,-7.535,94.543
"748",0.102,4,153.652,1978,159.89506,-11.704,88.841
"749",0,4,286.418,2006,292.41424,-5.377,110.044
"750",0.226,4,212.434,0,220.52526,-8.365,122.348
"751",2.659,1,281.49,1993,289.09669,-4.62,125.159
"752",0,5,157.907,2005,160.96608,-8.317,84.141
"753",0,5,246.77,2000,256.62649,-9.071,137.765
"754",0,4,198.978,1988,208.32608,-8.078,115.692
"755",0.189,3,32.316,2002,35.65669,-18.161,82.568
"756",0.136,1,202.664,2008,207.82975,-6.399,216.023
"757",0,4,155.788,2005,159.89506,-5.111,200.877
"758",0.287,4,287.631,1998,296.30649,-6.98,103.863
"759",0.212,4,245.232,2005,253.83138,-6.083,93.044
"760",0.363,3,154.285,1965,161.48853,-13.797,79.181
"761",0,4,207.975,1995,215.40526,-5.66,169.966
"762",0,4,344.393,2004,349.04771,-6.615,136.967
"763",1.164,4,170.916,1997,181.21098,-5.128,111.153
"764",2.792,4,219.806,1986,236.61669,-4.21,111.122
"765",0.328,4,355.051,2006,357.45914,-5.492,200.036
"766",0.165,4,246.399,2003,259.05587,-4.73,104.123
"767",0.102,1,264.98,2008,270.21016,-5.958,229.864
"768",0.107,4,212.683,2002,217.93914,-4.384,92.608
"769",0.113,1,295.683,2008,299.80689,-6.247,178.804
"770",0.062,5,201.3,0,207.56853,-6.336,138.385
"771",0.136,4,212.759,2006,233.22077,-4.741,154.998
"772",0.079,4,249.812,1990,262.29506,-9.759,142.372
"773",2.09,3,420.705,1995,432.97914,-7.984,91.775
"774",0.136,4,219.347,2007,229.8771,-3.662,87.712
"775",0.148,4,162.975,1972,182.7522,-8.962,207.544
"776",0.921,4,123.135,1964,136.01914,-13.53,65.771
"777",0,4,232.391,1990,236.5122,-9.308,111.755
"778",0.162,4,249.382,1992,257.54077,-5.775,144.974
"779",0.223,4,147.998,2007,150.15138,-3.778,91.357
"780",0.282,4,310.34,1998,313.36444,-3.944,88.336
"781",0.316,4,161.321,1995,166.66077,-17.053,112.625
"782",0.102,4,164.281,1998,166.86975,-9.309,94.971
"783",0,1,197.903,1971,197.90322,-5.431,119.744
"784",0.206,4,201.822,1999,205.40036,-4.129,104.036
"785",0,4,219.858,1994,225.41016,-9.531,130.677
"786",0.351,4,112.878,1968,119.90159,-14.09,111.12
"787",0.462,4,135.372,1967,146.02404,-15.911,144.538
"788",0,4,223.059,2003,223.05914,-7.383,93.011
"789",0.195,4,226.075,0,232.48934,-4.286,110.016
"790",0.218,1,196.4,1994,198.76526,-8.234,104.101
"791",0.45,1,283.562,1991,291.97016,-25.342,64.011
"792",2.392,4,222.61,0,229.32853,-7.973,99.984
"793",0.241,4,180.599,2007,185.99138,-9.168,146.053
"794",0.177,4,150.117,2000,155.402,-22.377,87.038
"795",0.218,3,453.486,1975,469.60281,-13.615,86.992
"796",0.195,4,191.652,2008,207.09832,-4.66,154.354
"797",0,4,82.03,0,91.34975,-11.867,95.502
"798",0,4,185.469,2008,188.65587,-4.706,150.077
"799",0.467,5,113.615,1993,126.64118,-9.423,122.47
"800",0,4,158.662,1991,166.32118,-5.13,81.419
"801",0,4,255.565,2001,286.53669,-6.292,98.513
"802",0.322,4,307.891,2004,314.20036,-5.567,142.141
"803",0.189,4,153.884,2000,163.91791,-6.028,119.2
"804",1.386,4,300.362,1988,314.27873,-4.82,70.876
"805",0.165,1,383.303,2003,401.8673,-7.916,86.505
"806",0.665,4,265.561,1986,269.29587,-5.074,130.461
"807",0.45,5,212.805,1996,225.43628,-7.372,84.373
"808",0,4,180.227,1984,188.99546,-10.44,111.459
"809",0.161,4,258.276,2005,270.05342,-9.364,118.144
"810",0.212,4,228.328,2001,234.16118,-6.135,96.007
"811",0,4,299.009,2006,313.3122,-5.437,113.746
"812",2.664,4,505.655,1997,512.78322,-8.575,95.002
"813",0.223,4,251.304,2002,268.69506,-8.053,94.916
"814",5.103,4,345.53,2000,360.95955,-7.072,141.78
"815",0,4,203.726,2007,209.84118,-12.466,98.401
"816",0,4,216.352,0,219.21914,-4.963,105.98
"817",0.478,4,197.004,1987,201.74322,-12.083,123.788
"818",2.415,4,259.373,1992,286.69342,-10.235,101.779
"819",0,4,250.404,2010,252.81261,-4.194,100.138
"820",5.904,4,355.619,0,364.38159,-7.759,87.337
"821",0,4,287.626,2004,296.04526,-5.233,136.129
"822",0.305,4,226.377,1981,240.3522,-6.681,189.735
"823",0,7,449.591,1993,460.56444,-10.351,79.952
"824",0.2,4,70.798,2005,76.82567,-8.892,122.887
"825",0.316,4,179.322,1996,192.62649,-6.782,165.763
"826",0.183,4,149.687,2004,160.46975,-4.948,194.107
"827",2.995,4,191.64,2002,195.73506,-4.939,90.545
"828",0.326,4,215.197,1999,223.00689,-3.807,113.846
"829",3.825,4,245.429,2005,254.27546,-3.828,125.062
"830",0,4,209.473,1999,212.61016,-16.611,209.056
"831",0,4,235.595,2006,252.18567,-6.623,124.094
"832",0,4,172.542,2005,175.96036,-1.983,140.618
"833",0.479,4,131.866,1988,137.19465,-11.737,119.441
"834",0,4,175.334,2005,182.282,-11.281,104.131
"835",2.212,4,315.751,1989,331.36281,-30.285,87.94
"836",0,4,134.809,0,143.62077,-9.912,97.341
"837",0,1,152.689,0,157.67465,-16.892,155.792
"838",0,4,218.976,1999,230.47791,-14.743,123.871
"839",0.328,4,144.126,2002,152.65914,-6.818,91.018
"840",0.38,4,269.897,1996,274.1024,-3.414,91.913
"841",3.558,1,264.661,1990,297.66485,-24.732,163.789
"842",0.142,4,190.299,2000,199.07873,-5.769,93.259
"843",0.102,4,205.52,2007,211.40853,-5.217,125.19
"844",0.152,4,197.027,1990,200.80281,-11.927,113.781
"845",0.659,4,331.5,2003,349.33506,-10.271,127.434
"846",0.27,4,344.648,1975,365.24363,-9.745,116.486
"847",0.16,4,327.245,0,343.40526,-11.432,126.954
"848",0.293,3,216.776,2000,222.74567,-14.519,108.054
"849",0,4,283.846,0,283.84608,-7,149.012
"850",0,4,320.209,2007,331.31057,-5.637,120.234
"851",0.113,4,340.968,2008,352.96608,-7.483,85.239
"852",0,4,150.999,2005,154.85342,-5.573,201.566
"853",0,3,234.684,2005,234.68363,-5.464,183.619
"854",0.461,4,285.559,0,289.30567,-6.569,124.152
"855",0.148,1,219.15,0,234.16118,-6.748,127.257
"856",0.148,3,263.059,2006,279.24853,-3.699,170.038
"857",0.206,1,171.236,2004,173.73995,-4.192,93
"858",0.195,4,280.137,2006,288.70485,-6.503,97.233
"859",0,1,217.188,2003,221.20444,-5.511,107.485
"860",0,4,278.648,1999,278.64771,-5.206,94.084
"861",0.078,4,180.547,2001,188.36853,-9.105,98.705
"862",0.125,4,149.101,2005,155.97669,-7.711,168.08
"863",0.125,4,290.313,2001,306.05016,-4.557,92.4
"864",0,4,242.358,0,248.52853,-6.623,141.493
"865",2.026,4,140.428,2001,147.22567,-9.647,103.967
"866",0.241,4,228.641,2002,240.3522,-5.933,89.981
"867",0,1,84.192,2002,84.1922,-2.908,120.907
"868",0.996,4,147.389,2001,155.24526,-15.512,167.793
"869",0,4,265.012,1993,265.01179,-7.416,134.551
"870",4.365,4,142.698,2003,159.65995,-13.092,87.461
"871",0.154,4,340.259,0,348.08118,-12.494,152.313
"872",0,4,107.99,0,114.52036,-8.649,104.487
"873",0,4,229.262,1994,247.58812,-8.512,121.524
"874",0.27,4,117.806,1996,128.33914,-13.276,115.365
"875",0.242,3,153.919,1967,171.15383,-14.876,163.371
"876",0.45,7,184.274,2007,193.74975,-7.944,161.032
"877",0.173,4,240.524,2007,256.93995,-8.036,130.106
"878",0.432,4,276.91,2009,288.33914,-4.433,136.383
"879",0.101,4,178.503,2005,180.55791,-7.468,100.05
"880",3.17,4,213.316,2001,218.67057,-11.413,157.419
"881",3.791,4,250.021,1988,266.4224,-10.228,127.68
"882",3.28,4,308.216,1977,312.58077,-11.803,127.803
"883",0.125,3,151.092,2006,158.11873,-4.795,94.898
"884",0,4,192.581,2005,201.29914,-4.428,160.057
"885",0.328,4,63.832,1981,67.76118,-18.967,89.32
"886",0.386,4,190.427,1974,200.202,-8.28,114.638
"887",0.357,4,190.618,1996,200.38485,-7.365,153.849
"888",0.235,4,169.61,2000,172.22485,-5.072,125.307
"889",0.357,1,285.907,2004,293.69424,-11.494,69.457
"890",0.214,4,276.126,1984,288.80934,-12.525,102.976
"891",1.535,3,260.47,1991,265.76934,-9.259,0
"892",0.229,4,116.785,2006,122.72281,-3.779,200.06
"893",5.985,4,245.023,2002,255.97342,-9.758,87.848
"894",0.062,4,198.664,2005,211.53914,-4.618,102.034
"895",0.148,4,298.411,1989,303.09832,-11.273,91.846
"896",0,3,241.255,2004,249.12934,-8.138,163.44
"897",0.148,3,202.06,2009,214.5171,-4.256,142.137
"898",0.384,3,294.847,1993,308.76689,-3.947,105.804
"899",2.955,4,285.152,1983,285.1522,-9.462,165.712
"900",0,4,241.449,2009,241.44934,-3.862,158.976
"901",0.235,4,422.255,1992,426.78812,-4.024,144.252
"902",0.554,4,238.306,1999,249.28608,-7.899,87.146
"903",0.305,4,109.436,0,116.89751,-6.957,130.196
"904",10.257,4,179.316,1966,182.56934,-14.299,107.593
"905",0,4,220.499,2006,220.49914,-3.884,110.631
"906",0,3,249.765,2001,256.33914,-10.426,92.922
"907",0,4,411.312,1991,415.81669,-9.306,131.272
"908",0.498,4,373.656,1994,382.01424,-7.971,137.589
"909",0,3,165.036,1999,169.69098,-6.669,92.551
"910",0.444,4,213.293,1996,221.33506,-9.472,91.833
"911",0,4,263.059,0,271.69914,-4.734,137.231
"912",0.101,1,233.529,0,246.72608,-4.146,84.014
"913",0.334,4,192.058,1996,195.5522,-7.497,169.938
"914",0.729,7,184.506,1929,191.11138,-14.873,114.177
"915",0,4,220.29,1998,220.29016,-3.935,148.412
"916",0.514,1,160.403,1961,167.70567,-23.611,92.851
"917",0.154,4,268.225,2003,280.00608,-7.787,167.997
"918",0.308,4,168.254,1996,168.25424,-5.936,134.102
"919",0,4,219.719,2007,229.14567,-6.062,77.722
"920",0.206,4,160.363,2008,171.10159,-8.81,130.985
"921",0,0,109.929,2004,233.27302,-4.309,0
"922",0,3,247.948,2003,252.62975,-6.172,97.045
"923",0,4,249.87,1994,265.06404,-8.6,146.775
"924",0,4,91.069,0,94.01424,-5.28,102.394
"925",0.217,4,285.896,2003,288.44363,-5.52,164.595
"926",0.339,3,271.865,2000,278.04689,-3.676,84.655
"927",0,4,261.877,1991,261.8771,-7.968,125.344
"928",0,5,44.478,2003,46.602,-13.928,201.792
"929",0.084,4,202.977,0,209.00526,-3.589,161.631
"930",0.345,4,220.764,0,236.042,-9.074,132.025
"931",0,3,300.907,1993,319.73832,-4.277,162.343
"932",0,4,154.117,1965,161.48853,-11.219,105.832
"933",0,3,131.053,1984,135.99302,-15.086,111.716
"934",0.183,3,265.491,2005,275.46077,-10.752,161.68
"935",0,3,514.014,1972,536.0322,-9.253,92.461
"936",0,4,149.763,2005,158.64118,-7.468,93.408
"937",2.601,4,337.102,2002,345.96526,-5.125,89.008
"938",0,4,300.495,1983,304.22159,-4.456,135.648
"939",0,4,176.613,2009,176.61342,-4.606,94.937
"940",2.043,4,280.468,2006,288.31302,-18.328,82.723
"941",2.409,4,254.288,1975,271.69914,-9.003,151.796
"942",0,4,136.96,2004,136.95955,-4.178,95.285
"943",0.165,1,272.271,2008,282.30485,-8.975,60.646
"944",4.719,4,182.712,2008,195.21261,-3.592,129.975
"945",0,4,162.783,2002,177.52771,-6.04,114.998
"946",3.338,1,132.621,2002,144.14322,-9.427,101.308
"947",0.403,3,318.096,2006,345.75628,-18.942,122.002
"948",0.938,4,237.401,2007,250.95791,-5.187,124.505
"949",0.252,4,233.616,1999,246.5171,-12.733,138.593
"950",4.017,4,262.565,2006,274.99057,-6.114,158.972
"951",0.299,4,184.332,0,195.81342,-4.436,146.063
"952",0.221,4,196.719,0,201.66485,-5.559,134.882
"953",0,4,162.215,2007,174.81098,-4.403,155.07
"954",2.247,4,182.526,1993,188.31628,-9.958,115.906
"955",0.108,4,270.431,2003,292.88444,-14.507,129.887
"956",0.091,4,178.84,2009,185.86077,-3.242,99.024
